Exam_Type,Class,language,Subject,Chapter_Name,chapter_number,Question,Question type,Marks,Year,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Atoms,12,<p>Q. The atom is : (i) Positive charged (ii) Negative charged (iii) Uncharged (iv) Not certain</p>,Multiple Choice Question,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Dual Nature of Radiation and Matter,11,<p>Q. The energy equivalent of 1 gram of substance is : (i) \(9 \times 10^{6}\) Joule (ii) \(3 \times 10^{13}\) Joule (iii) \(3 \times 10^{6}\) Joule (iv) \(9 \times 10^{13}\) Joule</p>,Multiple Choice Question,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. In depletion layer of P-N junction diode there are (i) Electrons (ii) Protons (iii) Immobile ions (iv) Mobile ions</p>,Multiple Choice Question,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Waves,8,<p>Q. The sound waves after converting into the electric waves are not directly transmitted because : (i) They travel with the speed of sound (ii) Their frequency is not constant (iii) They require antenna of large length for transmission (iv) They have high energy content</p>,Multiple Choice Question,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electric Charges and Fields,1,<p>Q. The dimensional formula of charge is ____. </p>,Fill in the Blanks,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Waves,8,<p>Q. The Electromagnetic waves are ____ waves.</p>,Fill in the Blanks,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Dual Nature of Radiation and Matter,11,<p>Q. A ____ is associated with each moving particle.</p>,Fill in the Blanks,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. The resistance of semiconductor ____ on adding impurity in it.</p>,Fill in the Blanks,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. The majority charge carries in a N-type semiconductor are ____.</p>,Fill in the Blanks,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Atoms,12,<p>Q. What is the value of fundamental charge ?</p>,Very Short Answer,2,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Magnetism and Matter,5,<p>Q. Electromagnets are made of what materials ?</p>,Very Short Answer,2,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Induction,6,<p>Q. What is the unit of self-inductance ?</p>,One Word Answer,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Wave Optics,10,<p>Q. Write the wavelength range of visible light.</p>,One Word Answer,1,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Waves,8,<p>Q. What are X-rays? Write two uses of X-rays.</p>, Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Waves,8,<p>Q. Arrange the different waves present in the electromagnetic spectrum in the order of their increasing wavelengths.</p>,Very Short Answer,2,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Dual Nature of Radiation and Matter,11,<p>Q. What is thermionic emission ?</p>,Very Short Answer,2,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Dual Nature of Radiation and Matter,11,"<p>Q. Monochromatic light of frequency \(6.0 \times 10^{14}\) Hertz is produced by a laser. What is the energy of a photon in the light beam? \((h=6.63 \times 10^{-34} \, \text{JS})\)</p>",Numerical Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,"<p>Q. Three resistances \( r_1, r_2 \) and \( r_3 \) joined in parallel. Draw circuit diagram and derive expression for equivalent resistance.</p>",Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,<p>Q. Compare the resistances of two bulbs of 50 watt and 200 watt if they are at the same voltage.</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,"<p>Q. Establish the relationship between electromotive force, terminal voltage, and internal resistance.</p>",Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. An object is placed at 10 cm distance in front of a concave mirror of radius of curvature 20 cm. Find the position nature and magnification of the image.</p>,Numerical Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. The radii of curvature of the faces of a double convex lens are 10 cm and 15 cm and its focal length is 12 cm. What is the refractive index of glass?</p>,Numerical Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,<p>Q. Write the principle of Wheatstone's bridge and derive the necessary condition for the balance of Wheatstone's bridge.</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Moving Charges and Magnetism,4,<p>Q. Explain Biot-Savart law for magnetic field produced due to an element of a current carrying conductor and use it to define the SI unit of current ampere.</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Magnetism and Matter,5,<p>Q. Write four differences between electromagnet and permanent magnet.</p>,Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Induction,6,<p>Q. Write Lenz's law regarding electromagnetic induction and explain how Lenz's law is equivalent to the law of conservation of energy.</p>,Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. Establish the relation \( \frac{1}{f} = \frac{1}{v} - \frac{1}{u} \) for a convex lens where symbols have their usual meanings.</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. Draw a labelled diagram of simple microscope and establish an expression for the magnifying power of simple microscope when the image formed at (i) Infinity (ii) Least distance of distinct vision.</p>,Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Wave Optics,10,<p>Q. Explain Huygen's principle of secondary wavelets.</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Wave Optics,10,<p>Q. Deduce the fringe width in the Young's double slit experiments.</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Atoms,12,<p>Q. Write postulates of Bohr's atom model.</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Nuclei,13,<p>Q. What is nuclear fusion? Why is the nuclear fusion possible only at a very high temperature and very high pressure?</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electrostatic Potential and Capacitance,2,<p>Q. Explain series combination and parallel combination of condensers with circuit diagram and obtain expressions for equivalent capacities of both type of combinations.</p>,Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electric Charges and Fields,1,<p>Q. Write and prove Gauss' law for a closed surface in an electric field.</p>,Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Induction,6,<p>Q. Deduce expression for electromotive force induced across the ends of a conducting rod moving in an uniform magnetic field.</p>,Short Answer,3,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Alternating Current,7,<p>Q. Describe a transformer under the following headings : (i) Labelled diagram (ii) Principle (iii) Formula of transformer ratio (iv) Any two reasons of energy loss in transformer.</p>,Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. What are logic gates ? Write symbol and truth table for OR AND NOT and NAND gates.</p>,Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. Define N and P-type semiconductors. Explain the working of P-N junction diode with circuit diagram in forward bias and reverse bias.</p>,Long Answer,5,2019,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electric Charges and Fields,1,<p>Q. Unit of electric dipole moment is</p>,One Word Answer,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Wave Optics,10,<p>Q. Equation for wave vector is</p>,One Word Answer,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. Value of absolute refractive index of water is</p>,One Word Answer,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Atoms,12,<p>Q. Atomic number is represented by</p>,One Word Answer,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. n-type semiconductor contains</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,<p>Q. S.I. unit of electric current density is _____</p>,Fill in the Blanks,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Alternating Current,7,<p>Q. S.I. unit of inductive reactance \(X_L\) is _____</p>,Fill in the Blanks,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Dual Nature of Radiation and Matter,11,<p>Q. The value of specific charge of electron in S.I. unit is _____ c/kg</p>,Fill in the Blanks,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Atoms,12,<p>Q. The energy of electron present in ground state of Hydrogen atom is _____ eV</p>,Fill in the Blanks,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. No. of electrons present in the outer most orbit of Silicon (Si) atom is _____</p>,Fill in the Blanks,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Moving Charges and Magnetism,4,<p>Q. The force acting on charge particle moving inside magnetic field is known as?</p>,One Word Answer,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. The magnifying power of objective lens of compound microscope is 06 and eye lens is 05. Find the net magnifying power of compound microscope.</p>,Numerical Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Dual Nature of Radiation and Matter,11,<p>Q. Write the relation between energy and frequency of radiation.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Atoms,12,<p>Q. Write the magnitude of charge present on Beta particle.</p>,One Word Answer,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. What is the value of energy gap for metals?</p>,One Word Answer,1,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Waves,8,<p>Q. What is the source of Gamma rays and write its use</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Waves,8,<p>Q. What do you mean by displacement current Write its expression</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Dual Nature of Radiation and Matter,11,<p>Q. What do you mean by stopping potential?</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Dual Nature of Radiation and Matter,11,<p>Q. Write any two applications of photoelectric cell.</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Atoms,12,<p>Q. Write the names of five spectral series present in line spectrum of Hydrogen atom.</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Atoms,12,<p>Q. Who discovered the nuclear model of atom? Write the name of experiment performed by him.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,"<p>Q. Resistance of a resistance thermometer at 0°C is \(6 \, \Omega\). At 100°C is \(7 \, \Omega\) and at unknown temperature is \(8 \, \Omega\). Find out unknown temperature.</p>",Numerical Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,"<p>Q. A network of \(4 \, \Omega\), \(4 \, \Omega\), and \(3 \, \Omega\) resistances are connected to a \(10 \, \text{volt}\) battery as shown in figure. Compute the equivalent resistance and current obtained from battery.</p>",Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,<p>Q. Write the comparison between resistance and specific resistance of a conductor.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Current Electricity,3,<p>Q. Draw the labelled diagram of a meter bridge. On what principle it works?</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. Write the conditions for obtaining total internal reflection. Write its any two applications.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. Derive the expression for combined focal length of two thin lenses kept in contact.</p>, Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Moving Charges and Magnetism,4,<p>Q. State Bio-Savart's law and define unit electric current on the basis of it.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Magnetism and Matter,5,<p>Q. Name the elements of Earth's magnetic field. Establish the relation between them.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Induction,6,<p>Q. What do you mean by magnetic flux? Write its unit. State Faraday's law of electromagnetic induction.</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electromagnetic Induction,6,<p>Q. What is self induction? Write the unit of self inductance. Derive an expression for energy stored in current carrying coil.</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Wave Optics,10,<p>Q. What do you understand by Interference of light? Write the factors affecting the fringe width of light.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Wave Optics,10,<p>Q. What is meant by Polarisation of light? State Brewster's law.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Ray Optics and Optical Instruments,9,<p>Q. The radius of curvature of a plano-convex lens is 20 cm. Refractive index of glass is 1.5. Find the focal length of the lens.</p>,Numerical Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Nuclei,13,<p>Q. What is radioactivity? State the law of radioactive decay.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Nuclei,13,<p>Q. What do you understand by nuclear fission? Explain the process with the help of nuclear reaction.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electric Charges and Fields,1,<p>Q. What do you mean by Electric dipole? Derive an expression for Intensity of electric field at a point in end on position of electric dipole.</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Electrostatic Potential and Capacitance,2,<p>Q. Derive the expression for capacitance of a parallel plate capacitor. If a dielectric medium is placed in between the plates. How is its capacitance affected?</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Alternating Current,7,<p>Q. Describe a transformer under the following headings : (1) Kinds of transformer (2) Labelled diagram (3) Principle (4) Any 2 applications</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,Alternating Current,7,<p>Q. What is Dynamo ? Draw a labelled diagram and describe the working of an AC dynamo</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. What is rectifier? Name different kinds of rectifier. Describe the pn junction diode as an half wave rectifier.</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,English,Physics,"Semiconductor Electronics: Materials, Devices and Simple Circuits",14,<p>Q. What is NAND gate? Draw Symbol. Write truth table and draw its output single in wave form</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
